collocate,window_freq,pmi,t_score,global_freq
body,1,6.046467723941019,0.9713859411822124,19
honestly,1,6.046467723941019,0.9713859411822124,19
begin,1,6.046467723941019,0.9713859411822124,19
occasionally,1,6.046467723941019,0.9713859411822124,19
impact,1,6.046467723941019,0.9713859411822124,19
mixed,1,5.976078396049621,0.9698799380865394,20
clos,1,5.976078396049621,0.9698799380865394,20
replay,1,5.976078396049621,0.9698799380865394,20
interactiv,1,5.976078396049621,0.9698799380865394,20
bought,1,5.976078396049621,0.9698799380865394,20
influenc,1,5.976078396049621,0.9698799380865394,20
present,1,5.976078396049621,0.9698799380865394,20
soul,1,5.976078396049621,0.9698799380865394,20
alon,1,5.976078396049621,0.9698799380865394,20
considering,1,5.976078396049621,0.9698799380865394,20
encounter,1,5.908964200191083,0.9683739349908663,21
known,1,5.908964200191083,0.9683739349908663,21
struggl,1,5.8448338627713685,0.9668679318951934,22
messag,1,5.8448338627713685,0.9668679318951934,22
absurdity,1,5.8448338627713685,0.9668679318951934,22
pacing,1,5.8448338627713685,0.9668679318951934,22
inventory,1,5.8448338627713685,0.9668679318951934,22
process,1,5.8448338627713685,0.9668679318951934,22
lynch,1,5.8448338627713685,0.9668679318951934,22
sequenc,1,5.783433318107225,0.9653619287995203,23
incredibly,1,5.783433318107225,0.9653619287995203,23
working,1,5.783433318107225,0.9653619287995203,23
cute,1,5.783433318107225,0.9653619287995203,23
check,1,5.783433318107225,0.9653619287995203,23
reality,1,5.783433318107225,0.9653619287995203,23
support,1,5.724539629053656,0.9638559257038473,24
7,1,5.724539629053656,0.9638559257038473,24
ultimately,1,5.724539629053656,0.9638559257038473,24
version,1,5.724539629053656,0.9638559257038473,24
creatur,1,5.724539629053656,0.9638559257038473,24
super,1,5.667956100687289,0.9623499226081742,25
audio,1,5.667956100687289,0.9623499226081742,25
living,1,5.667956100687289,0.9623499226081742,25
simulator,1,5.667956100687289,0.9623499226081742,25
remember,1,5.6135083166649125,0.9608439195125013,26
shit,1,5.6135083166649125,0.9608439195125013,26
attention,1,5.6135083166649125,0.9608439195125013,26
stanley,1,5.561040896770777,0.9593379164168282,27
live,1,5.561040896770777,0.9593379164168282,27
survival,1,5.561040896770777,0.9593379164168282,27
list,1,5.461505223219862,0.9563259102254821,29
several,1,5.461505223219862,0.9563259102254821,29
past,1,5.461505223219862,0.9563259102254821,29
button,1,5.461505223219862,0.9563259102254821,29
conversation,1,5.414199508441506,0.9548199071298091,30
call,1,5.414199508441506,0.9548199071298091,30
somewhat,1,5.414199508441506,0.9548199071298091,30
videogam,1,5.414199508441506,0.9548199071298091,30
progress,1,5.414199508441506,0.9548199071298091,30
storylin,1,5.414199508441506,0.9548199071298091,30
question,1,5.368395818828381,0.9533139040341361,31
bizarr,1,5.324001699469927,0.951807900938463,32
inspired,1,5.324001699469927,0.951807900938463,32
requir,1,5.324001699469927,0.951807900938463,32
wasn't,1,5.324001699469927,0.951807900938463,32
they'r,1,5.324001699469927,0.951807900938463,32
constantly,1,5.280932977578042,0.95030189784279,33
aren't,1,5.280932977578042,0.95030189784279,33
add,1,5.280932977578042,0.95030189784279,33
excellent,1,5.239112801883414,0.948795894747117,34
concept,1,5.239112801883414,0.948795894747117,34
money,1,5.239112801883414,0.948795894747117,34
frustrating,1,5.239112801883414,0.948795894747117,34
coupl,1,5.239112801883414,0.948795894747117,34
guess,1,5.239112801883414,0.948795894747117,34
cool,1,5.239112801883414,0.948795894747117,34
valu,1,5.239112801883414,0.948795894747117,34
seen,1,5.239112801883414,0.948795894747117,34
enjoyed,1,5.1984708173860685,0.947289891651444,35
due,1,5.1984708173860685,0.947289891651444,35
everyon,1,5.1984708173860685,0.947289891651444,35
mission,1,5.1589424531994315,0.9457838885557709,36
already,1,5.1589424531994315,0.9457838885557709,36
top,1,5.1204683053847955,0.9442778854600979,37
myself,1,5.082993599966133,0.9427718823644249,38
behind,1,5.082993599966133,0.9427718823644249,38
fit,1,5.046467723941019,0.9412658792687518,39
writt,1,5.046467723941019,0.9412658792687518,39
true,1,5.046467723941019,0.9412658792687518,39
perfect,1,5.010843814210297,0.9397598761730788,40
amazing,1,5.010843814210297,0.9397598761730788,40
insect,1,4.976078396049621,0.9382538730774058,41
happ,1,4.976078396049621,0.9382538730774058,41
expect,1,4.976078396049621,0.9382538730774058,41
amount,1,4.942131064126283,0.9367478699817328,42
piec,1,4.908964200191083,0.9352418668860597,43
show,1,4.908964200191083,0.9352418668860597,43
sale,1,4.908964200191083,0.9352418668860597,43
soundtrack,1,4.8448338627713685,0.9322298606947137,45
put,1,4.8448338627713685,0.9322298606947137,45
leav,1,4.813806967150744,0.9307238575990406,46
complet,1,4.813806967150744,0.9307238575990406,46
you'v,1,4.813806967150744,0.9307238575990406,46
completely,1,4.783433318107225,0.9292178545033676,47
challeng,1,4.783433318107225,0.9292178545033676,47
journey,1,4.783433318107225,0.9292178545033676,47
someon,1,4.783433318107225,0.9292178545033676,47
building,1,4.753685974713172,0.9277118514076945,48
next,1,4.724539629053656,0.9262058483120216,49
genr,1,4.6959704768568855,0.9246998452163485,50
side,1,4.667956100687289,0.9231938421206755,51
simpl,1,4.640475364265182,0.9216878390250024,52
making,1,4.640475364265182,0.9216878390250024,52
moment,1,4.6135083166649125,0.9201818359293295,53
beautiful,1,4.535505804663639,0.9156638266423103,56
last,1,4.48575276946654,0.9126518204509643,58
tell,1,4.48575276946654,0.9126518204509643,58
tak,1,4.48575276946654,0.9126518204509643,58
based,1,4.437658481265495,0.9096398142596183,60
enjoy,1,4.437658481265495,0.9096398142596183,60
alway,1,4.437658481265495,0.9096398142596183,60
person,1,4.346028005799926,0.903615801876926,64
weird,1,4.324001699469927,0.9021097987812531,65
giv,1,4.302306628370609,0.90060379568558,66
having,1,4.302306628370609,0.90060379568558,66
book,1,4.302306628370609,0.90060379568558,66
found,1,4.280932977578042,0.899097792589907,67
especially,1,4.280932977578042,0.899097792589907,67
fan,1,4.2598713620502116,0.897591789494234,68
worth,1,4.2598713620502116,0.897591789494234,68
developer,1,4.2598713620502116,0.897591789494234,68
can't,1,4.239112801883414,0.896085786398561,69
felt,1,4.218648699323699,0.8945797833028879,70
problem,1,4.218648699323699,0.8945797833028879,70
city,1,4.1984708173860685,0.8930737802072148,71
friend,1,4.178571259948364,0.8915677771115418,72
choic,1,4.178571259948364,0.8915677771115418,72
sometim,1,4.178571259948364,0.8915677771115418,72
sure,1,4.1395771283325,0.8885557709201958,74
oft,1,4.1395771283325,0.8885557709201958,74
far,1,4.10160927813348,0.8855437647288498,76
nice,1,4.10160927813348,0.8855437647288498,76
video,1,4.10160927813348,0.8855437647288498,76
overall,1,4.082993599966133,0.8840377616331767,77
once,1,4.028545815943756,0.8795197523461576,80
tim,1,3.9590048826906794,0.8734957399634655,84
sinc,1,3.9590048826906794,0.8734957399634655,84
uniqu,1,3.9590048826906794,0.8734957399634655,84
going,1,3.942131064126283,0.8719897368677925,85
rather,1,3.942131064126283,0.8719897368677925,85
both,1,3.942131064126283,0.8719897368677925,85
day,1,3.892662387861983,0.8674717275807734,88
give,1,3.892662387861983,0.8674717275807734,88
real,1,3.8765427224987064,0.8659657244851003,89
better,1,3.8765427224987064,0.8659657244851003,89
full,1,3.8606011786296848,0.8644597213894273,90
thought,1,3.8606011786296848,0.8644597213894273,90
long,1,3.8138069671507435,0.8599417121024082,93
metamorphosi,1,3.7985402104974333,0.8584357090067352,94
recommend,1,3.7684829766412533,0.8554237028153892,96
ever,1,3.753685974713173,0.8539176997197161,97
down,1,3.6959704768568855,0.847893687337024,101
again,1,3.667956100687289,0.8448816811456779,103
take,1,3.640475364265182,0.8418696749543318,105
bad,1,3.5482168564131933,0.8313276532846207,112
t,1,3.5482168564131933,0.8313276532846207,112
never,1,3.510414823700809,0.8268096439976016,115
been,1,3.4376584812654944,0.8177736254235634,121
2,1,3.4141995084415058,0.8147616192322173,123
seem,1,3.4141995084415058,0.8147616192322173,123
part,1,3.402611534166294,0.8132556161365443,124
though,1,3.402611534166294,0.8132556161365443,124
same,1,3.391115895328465,0.8117496130408712,125
thes,1,3.368395818828381,0.8087376068495252,127
i'm,1,3.3131133833271913,0.80120759137116,132
playing,1,3.3131133833271913,0.80120759137116,132
quit,1,3.259871362050212,0.7936775758927949,137
level,1,3.259871362050212,0.7936775758927949,137
around,1,3.188486728813446,0.7831355542230837,144
end,1,3.1687234739920163,0.7801235480317377,146
find,1,3.037478940713764,0.7590395046923152,160
know,1,2.9007902687453835,0.7349434551615468,176
had,1,2.8215013589407443,0.7198834242048164,186
any,1,2.8138069671507435,0.7183774211091434,187
littl,1,2.8061533946073083,0.7168714180134703,188
becaus,1,2.7684829766412533,0.7093414025351052,193
who,1,2.7245396290536563,0.700305383961067,199
whil,1,2.7030599016432046,0.6957873746740479,202
don't,1,2.6749088613290555,0.6897633622913558,206
s,1,2.561040896770777,0.6641613096649144,223
gam,1,2.3240016994699273,0.6039211858379931,263
good,1,2.296933456271757,0.596391170359628,268
time,1,2.1395771283325002,0.549705074393764,299
what,1,1.6135083166649125,0.3509126657649241,431
kafka,1,1.2889110350015658,0.1867583283365638,540
