collocate,window_freq,pmi,t_score,global_freq
design,2,2.72904669920264,1.0970662089674503,134
peopl,2,2.6765792793085046,1.0852323524970902,139
dan,2,2.635937294811159,1.0757652673208025,143
see,2,2.5964089306245213,1.0662981821445143,147
around,2,2.5770436057575905,1.0615646395563705,149
being,2,2.3964713601157692,1.014229213674931,169
go,2,2.3964713601157692,1.014229213674931,169
after,2,2.3712340686167463,1.0071288997927152,172
wher,2,2.3301288652870733,0.9952950433223552,177
too,2,2.298067656054775,0.9858279581460674,181
mai,2,2.298067656054775,0.9858279581460674,181
think,2,2.2436198720323985,0.9692605590875635,188
player,2,2.057669446664011,0.907724505441692,214
2,2,2.0376779714765445,0.9006241915594762,217
kafkaesqu,2,2.011446429903365,0.8911571063831883,221
how,2,1.9729722820887294,0.8769564786187563,227
gameplay,2,1.875124958690585,0.8390881379136048,243
gulag,1,8.220899795532315,0.9966528799368881,1
uncrowned,1,8.220899795532315,0.9966528799368881,1
finest,1,8.220899795532315,0.9966528799368881,1
devoured,1,8.220899795532315,0.9966528799368881,1
memorized,1,8.220899795532315,0.9966528799368881,1
belíssimo,1,8.220899795532315,0.9966528799368881,1
grotesco,1,8.220899795532315,0.9966528799368881,1
audiovisual,1,8.220899795532315,0.9966528799368881,1
vendedor,1,8.220899795532315,0.9966528799368881,1
chamou,1,8.220899795532315,0.9966528799368881,1
fermano,1,8.220899795532315,0.9966528799368881,1
levantara,1,8.220899795532315,0.9966528799368881,1
visionary,1,8.220899795532315,0.9966528799368881,1
chico,1,8.220899795532315,0.9966528799368881,1
acertada,1,8.220899795532315,0.9966528799368881,1
conseguiu,1,8.220899795532315,0.9966528799368881,1
'limbo',1,8.220899795532315,0.9966528799368881,1
reccommend,1,8.220899795532315,0.9966528799368881,1
olmakla,1,8.220899795532315,0.9966528799368881,1
eşdeğerdir,1,8.220899795532315,0.9966528799368881,1
eserd,1,8.220899795532315,0.9966528799368881,1
türü,1,8.220899795532315,0.9966528799368881,1
babasına,1,8.220899795532315,0.9966528799368881,1
evlat,1,8.220899795532315,0.9966528799368881,1
okuyun,1,8.220899795532315,0.9966528799368881,1
romanzo,1,8.220899795532315,0.9966528799368881,1
toni,1,8.220899795532315,0.9966528799368881,1
lido,1,8.220899795532315,0.9966528799368881,1
accurately,1,8.220899795532315,0.9966528799368881,1
influenciado,1,8.220899795532315,0.9966528799368881,1
jogu,1,8.220899795532315,0.9966528799368881,1
régal,1,8.220899795532315,0.9966528799368881,1
decepcionara,1,8.220899795532315,0.9966528799368881,1
leist,1,8.220899795532315,0.9966528799368881,1
suposto,1,8.220899795532315,0.9966528799368881,1
defini,1,8.220899795532315,0.9966528799368881,1
comunidadeculturaeart,1,8.220899795532315,0.9966528799368881,1
gaveta,1,8.220899795532315,0.9966528799368881,1
dug,1,8.220899795532315,0.9966528799368881,1
grumpy,1,8.220899795532315,0.9966528799368881,1
diffident,1,8.220899795532315,0.9966528799368881,1
homework,1,8.220899795532315,0.9966528799368881,1
y'all,1,8.220899795532315,0.9966528799368881,1
claiming,1,8.220899795532315,0.9966528799368881,1
borrowing,1,8.220899795532315,0.9966528799368881,1
deparando,1,8.220899795532315,0.9966528799368881,1
auskennt,1,8.220899795532315,0.9966528799368881,1
encontraremo,1,8.220899795532315,0.9966528799368881,1
respectant,1,8.220899795532315,0.9966528799368881,1
conseil,1,8.220899795532315,0.9966528799368881,1
swin,1,8.220899795532315,0.9966528799368881,1
sert,1,8.220899795532315,0.9966528799368881,1
d'inspiration,1,8.220899795532315,0.9966528799368881,1
l'analogi,1,8.220899795532315,0.9966528799368881,1
d'aventur,1,8.220899795532315,0.9966528799368881,1
plateform,1,8.220899795532315,0.9966528799368881,1
neuling,1,8.220899795532315,0.9966528799368881,1
vergebendem,1,8.220899795532315,0.9966528799368881,1
inspirada,1,8.220899795532315,0.9966528799368881,1
dostoievsky,1,8.220899795532315,0.9966528799368881,1
leggerment,1,8.220899795532315,0.9966528799368881,1
monotono,1,8.220899795532315,0.9966528799368881,1
comatos,1,8.220899795532315,0.9966528799368881,1
hallucination,1,8.220899795532315,0.9966528799368881,1
doodlescap,1,8.220899795532315,0.9966528799368881,1
grin,1,8.220899795532315,0.9966528799368881,1
fantastically,1,8.220899795532315,0.9966528799368881,1
filthy,1,8.220899795532315,0.9966528799368881,1
rollercoster,1,8.220899795532315,0.9966528799368881,1
couintry,1,8.220899795532315,0.9966528799368881,1
норм,1,8.220899795532315,0.9966528799368881,1
интересней,1,8.220899795532315,0.9966528799368881,1
kawabata,1,8.220899795532315,0.9966528799368881,1
bradbury,1,8.220899795532315,0.9966528799368881,1
giger,1,8.220899795532315,0.9966528799368881,1
somethin,1,8.220899795532315,0.9966528799368881,1
fightclub,1,8.220899795532315,0.9966528799368881,1
counselor,1,8.220899795532315,0.9966528799368881,1
photgraphy,1,8.220899795532315,0.9966528799368881,1
bottled,1,8.220899795532315,0.9966528799368881,1
misunderstanding,1,8.220899795532315,0.9966528799368881,1
irréalist,1,8.220899795532315,0.9966528799368881,1
windowsa,1,8.220899795532315,0.9966528799368881,1
podobn,1,8.220899795532315,0.9966528799368881,1
hydrophobia,1,8.220899795532315,0.9966528799368881,1
overdosed,1,8.220899795532315,0.9966528799368881,1
viagra,1,8.220899795532315,0.9966528799368881,1
illegitimately,1,8.220899795532315,0.9966528799368881,1
fathered,1,8.220899795532315,0.9966528799368881,1
ravenou,1,8.220899795532315,0.9966528799368881,1
45,1,8.220899795532315,0.9966528799368881,1
theorem,1,8.220899795532315,0.9966528799368881,1
erazerhead,1,8.220899795532315,0.9966528799368881,1
bullfrog,1,8.220899795532315,0.9966528799368881,1
syndicat,1,8.220899795532315,0.9966528799368881,1
dostoiévski,1,8.220899795532315,0.9966528799368881,1
vergil,1,8.220899795532315,0.9966528799368881,1
ishmael,1,8.220899795532315,0.9966528799368881,1
homer,1,8.220899795532315,0.9966528799368881,1
赫塞,1,8.220899795532315,0.9966528799368881,1
hermann,1,8.220899795532315,0.9966528799368881,1
hess,1,8.220899795532315,0.9966528799368881,1
與卡夫卡,1,8.220899795532315,0.9966528799368881,1
等等,1,8.220899795532315,0.9966528799368881,1
他們依此開闢了另一條讓人檢視存在課題的路徑,1,8.220899795532315,0.9966528799368881,1
從這些哲學表現的多樣,1,8.220899795532315,0.9966528799368881,1
你可以看出存在主義者之間並沒有特定的哲學或文學的方法論,1,8.220899795532315,0.9966528799368881,1
然而沙特曾經總結,1,8.220899795532315,0.9966528799368881,1
owned,1,8.220899795532315,0.9966528799368881,1
timeshar,1,8.220899795532315,0.9966528799368881,1
aiment,1,8.220899795532315,0.9966528799368881,1
proforma,1,8.220899795532315,0.9966528799368881,1
unalterabl,1,8.220899795532315,0.9966528799368881,1
immutabl,1,8.220899795532315,0.9966528799368881,1
ultrakill,1,8.220899795532315,0.9966528799368881,1
dagger,1,8.220899795532315,0.9966528799368881,1
laberinto,1,8.220899795532315,0.9966528799368881,1
psicológico,1,8.220899795532315,0.9966528799368881,1
propuso,1,8.220899795532315,0.9966528799368881,1
vertient,1,8.220899795532315,0.9966528799368881,1
sophi,1,8.220899795532315,0.9966528799368881,1
milgram,1,8.220899795532315,0.9966528799368881,1
hitch,1,8.220899795532315,0.9966528799368881,1
wagon,1,8.220899795532315,0.9966528799368881,1
ennui,1,8.220899795532315,0.9966528799368881,1
humorist,1,8.220899795532315,0.9966528799368881,1
обратите,1,8.220899795532315,0.9966528799368881,1
druhá,1,8.220899795532315,0.9966528799368881,1
autora,1,8.220899795532315,0.9966528799368881,1
výrazně,1,8.220899795532315,0.9966528799368881,1
lepší,1,8.220899795532315,0.9966528799368881,1
oyununu,1,8.220899795532315,0.9966528799368881,1
yapanların,1,8.220899795532315,0.9966528799368881,1
retomada,1,8.220899795532315,0.9966528799368881,1
scena,1,8.220899795532315,0.9966528799368881,1
l'opera,1,8.220899795532315,0.9966528799368881,1
omonima,1,8.220899795532315,0.9966528799368881,1
methopor,1,8.220899795532315,0.9966528799368881,1
monolithic,1,8.220899795532315,0.9966528799368881,1
suspiciously,1,8.220899795532315,0.9966528799368881,1
steinbeck,1,8.220899795532315,0.9966528799368881,1
mint,1,8.220899795532315,0.9966528799368881,1
kastély,1,8.220899795532315,0.9966528799368881,1
parafrázisát,1,8.220899795532315,0.9966528799368881,1
látnánk,1,8.220899795532315,0.9966528799368881,1
eklektiku,1,8.220899795532315,0.9966528799368881,1
habitually,1,8.220899795532315,0.9966528799368881,1
assembled,1,8.220899795532315,0.9966528799368881,1
svariat,1,8.220899795532315,0.9966528799368881,1
noticeably,1,8.220899795532315,0.9966528799368881,1
delayed,1,8.220899795532315,0.9966528799368881,1
perfecta,1,8.220899795532315,0.9966528799368881,1
mito,1,8.220899795532315,0.9966528799368881,1
ícaro,1,8.220899795532315,0.9966528799368881,1
admired,1,8.220899795532315,0.9966528799368881,1
bloodthirsty,1,8.220899795532315,0.9966528799368881,1
olvídat,1,8.220899795532315,0.9966528799368881,1
diz,1,8.220899795532315,0.9966528799368881,1
aí,1,8.220899795532315,0.9966528799368881,1
cê,1,8.220899795532315,0.9966528799368881,1
perfecto,1,8.220899795532315,0.9966528799368881,1
fantasía,1,8.220899795532315,0.9966528799368881,1
nihilista,1,8.220899795532315,0.9966528799368881,1
luce,1,8.220899795532315,0.9966528799368881,1
hermoso,1,8.220899795532315,0.9966528799368881,1
introspectively,1,8.220899795532315,0.9966528799368881,1
логином,1,8.220899795532315,0.9966528799368881,1
паролем,1,8.220899795532315,0.9966528799368881,1
приятным,1,8.220899795532315,0.9966528799368881,1
discussing,1,8.220899795532315,0.9966528799368881,1
foster,1,8.220899795532315,0.9966528799368881,1
wallac,1,8.220899795532315,0.9966528799368881,1
copado,1,8.220899795532315,0.9966528799368881,1
ido,1,8.220899795532315,0.9966528799368881,1
woudn't,1,8.220899795532315,0.9966528799368881,1
她將可以成為神,1,8.220899795532315,0.9966528799368881,1
註一,1,8.220899795532315,0.9966528799368881,1
本作受法蘭茲,1,8.220899795532315,0.9966528799368881,1
卡夫卡,1,8.220899795532315,0.9966528799368881,1
所著的,1,8.220899795532315,0.9966528799368881,1
又譯蛻變,1,8.220899795532315,0.9966528799368881,1
zitierend,1,8.220899795532315,0.9966528799368881,1
aufseherin,1,8.220899795532315,0.9966528799368881,1
manipuliert,1,8.220899795532315,0.9966528799368881,1
dessin,1,8.220899795532315,0.9966528799368881,1
augmentent,1,8.220899795532315,0.9966528799368881,1
pretentiously,1,8.220899795532315,0.9966528799368881,1
medal,1,8.220899795532315,0.9966528799368881,1
strewn,1,8.220899795532315,0.9966528799368881,1
cuja,1,8.220899795532315,0.9966528799368881,1
dogwater,1,8.220899795532315,0.9966528799368881,1
refênciasliterária,1,8.220899795532315,0.9966528799368881,1
reina,1,8.220899795532315,0.9966528799368881,1
arquivo,1,8.220899795532315,0.9966528799368881,1
utilizada,1,8.220899795532315,0.9966528799368881,1
midlif,1,8.220899795532315,0.9966528799368881,1
frasi,1,8.220899795532315,0.9966528799368881,1
sull,1,8.220899795532315,0.9966528799368881,1
schermat,1,8.220899795532315,0.9966528799368881,1
caricamento,1,8.220899795532315,0.9966528799368881,1
alusõ,1,8.220899795532315,0.9966528799368881,1
elija,1,8.220899795532315,0.9966528799368881,1
utilizado,1,8.220899795532315,0.9966528799368881,1
calificacion,1,8.220899795532315,0.9966528799368881,1
sanguijuela,1,8.220899795532315,0.9966528799368881,1
haran,1,8.220899795532315,0.9966528799368881,1
supris,1,8.220899795532315,0.9966528799368881,1
mortality,1,8.220899795532315,0.9966528799368881,1
schei,1,8.220899795532315,0.9966528799368881,1
gelad,1,8.220899795532315,0.9966528799368881,1
eta,1,8.220899795532315,0.9966528799368881,1
verzaubert,1,8.220899795532315,0.9966528799368881,1
anlehnung,1,8.220899795532315,0.9966528799368881,1
womöglich,1,8.220899795532315,0.9966528799368881,1
upsetting,1,8.220899795532315,0.9966528799368881,1
transformar,1,8.220899795532315,0.9966528799368881,1
existencialista,1,8.220899795532315,0.9966528799368881,1
palaniuk,1,8.220899795532315,0.9966528799368881,1
bukowsky,1,8.220899795532315,0.9966528799368881,1
roger,1,8.220899795532315,0.9966528799368881,1
cailloi,1,8.220899795532315,0.9966528799368881,1
hoffmann,1,8.220899795532315,0.9966528799368881,1
conrad,1,8.220899795532315,0.9966528799368881,1
dostoevski,1,8.220899795532315,0.9966528799368881,1
oof,1,8.220899795532315,0.9966528799368881,1
minecraft,1,8.220899795532315,0.9966528799368881,1
akte,1,8.220899795532315,0.9966528799368881,1
adressé,1,8.220899795532315,0.9966528799368881,1
redonn,1,8.220899795532315,0.9966528799368881,1
kerouac,1,8.220899795532315,0.9966528799368881,1
tomava,1,8.220899795532315,0.9966528799368881,1
handlungsspielraum,1,8.220899795532315,0.9966528799368881,1
gefang,1,8.220899795532315,0.9966528799368881,1
bonnet,1,8.220899795532315,0.9966528799368881,1
graham,1,8.220899795532315,0.9966528799368881,1
masterton,1,8.220899795532315,0.9966528799368881,1
inflicting,1,8.220899795532315,0.9966528799368881,1
roba,1,8.220899795532315,0.9966528799368881,1
sp,1,8.220899795532315,0.9966528799368881,1
büyüksün,1,8.220899795532315,0.9966528799368881,1
malumunuz,1,8.220899795532315,0.9966528799368881,1
samsanın,1,8.220899795532315,0.9966528799368881,1
bulmasıyla,1,8.220899795532315,0.9966528799368881,1
yazarı,1,8.220899795532315,0.9966528799368881,1
şahsi,1,8.220899795532315,0.9966528799368881,1
hayatında,1,8.220899795532315,0.9966528799368881,1
ezik,1,8.220899795532315,0.9966528799368881,1
büzük,1,8.220899795532315,0.9966528799368881,1
merged,1,8.220899795532315,0.9966528799368881,1
hallucinogenic,1,8.220899795532315,0.9966528799368881,1
gustav,1,8.220899795532315,0.9966528799368881,1
meyrink,1,8.220899795532315,0.9966528799368881,1
melted,1,8.220899795532315,0.9966528799368881,1
ofcours,1,8.220899795532315,0.9966528799368881,1
battlecry,1,8.220899795532315,0.9966528799368881,1
dedication,1,8.220899795532315,0.9966528799368881,1
воплощена,1,8.220899795532315,0.9966528799368881,1
свет,1,8.220899795532315,0.9966528799368881,1
студия,1,8.220899795532315,0.9966528799368881,1
известная,1,8.220899795532315,0.9966528799368881,1
trademark,1,8.220899795532315,0.9966528799368881,1
outlandishly,1,8.220899795532315,0.9966528799368881,1
любых,1,8.220899795532315,0.9966528799368881,1
обстоятельствах,1,8.220899795532315,0.9966528799368881,1
спорной,1,8.220899795532315,0.9966528799368881,1
сборником,1,8.220899795532315,0.9966528799368881,1
разноплановых,1,8.220899795532315,0.9966528799368881,1
играть,1,8.220899795532315,0.9966528799368881,1
весело,1,8.220899795532315,0.9966528799368881,1
кадра,1,8.220899795532315,0.9966528799368881,1
сделана,1,8.220899795532315,0.9966528799368881,1
совесть,1,8.220899795532315,0.9966528799368881,1
этим,1,8.220899795532315,0.9966528799368881,1
оправдала,1,8.220899795532315,0.9966528799368881,1
моих,1,8.220899795532315,0.9966528799368881,1
компьютерная,1,8.220899795532315,0.9966528799368881,1
touchscreenorientiert,1,8.220899795532315,0.9966528799368881,1
rätselspielch,1,8.220899795532315,0.9966528799368881,1
jahrhundertautor,1,8.220899795532315,0.9966528799368881,1
matiss,1,8.220899795532315,0.9966528799368881,1
klär,1,8.220899795532315,0.9966528799368881,1
psychoanalys,1,8.220899795532315,0.9966528799368881,1
dürft,1,8.220899795532315,0.9966528799368881,1
notiert,1,8.220899795532315,0.9966528799368881,1
zusammenhanglos,1,8.220899795532315,0.9966528799368881,1
sinnbefreit,1,8.220899795532315,0.9966528799368881,1
referenzlo,1,8.220899795532315,0.9966528799368881,1
prononcer,1,8.220899795532315,0.9966528799368881,1
jednym,1,8.220899795532315,0.9966528799368881,1
zbudowan,1,8.220899795532315,0.9966528799368881,1
rozwiązania,1,8.220899795532315,0.9966528799368881,1
żył,1,8.220899795532315,0.9966528799368881,1
polecił,1,8.220899795532315,0.9966528799368881,1
рецензия,1,8.220899795532315,0.9966528799368881,1
itc,1,8.220899795532315,0.9966528799368881,1
ua,1,8.220899795532315,0.9966528799368881,1
golovolomka,1,8.220899795532315,0.9966528799368881,1
mire,1,8.220899795532315,0.9966528799368881,1
vyisokogo,1,8.220899795532315,0.9966528799368881,1
i̇ncelemesin,1,8.220899795532315,0.9966528799368881,1
hoşgeldiniz,1,8.220899795532315,0.9966528799368881,1
anlatmaya,1,8.220899795532315,0.9966528799368881,1
hikayemiz,1,8.220899795532315,0.9966528799368881,1
neztrácej,1,8.220899795532315,0.9966528799368881,1
ča,1,8.220899795532315,0.9966528799368881,1
reflejo,1,8.220899795532315,0.9966528799368881,1
rimando,1,8.220899795532315,0.9966528799368881,1
pochissimo,1,8.220899795532315,0.9966528799368881,1
fuori,1,8.220899795532315,0.9966528799368881,1
contesto,1,8.220899795532315,0.9966528799368881,1
fu,1,8.220899795532315,0.9966528799368881,1
basterebb,1,8.220899795532315,0.9966528799368881,1
leggersi,1,8.220899795532315,0.9966528799368881,1
biografia,1,8.220899795532315,0.9966528799368881,1
pretendo,1,8.220899795532315,0.9966528799368881,1
cmq,1,8.220899795532315,0.9966528799368881,1
andò,1,8.220899795532315,0.9966528799368881,1
alaka,1,8.220899795532315,0.9966528799368881,1
kandım,1,8.220899795532315,0.9966528799368881,1
alakalı,1,8.220899795532315,0.9966528799368881,1
oluşu,1,8.220899795532315,0.9966528799368881,1
çekti,1,8.220899795532315,0.9966528799368881,1
fanatiker,1,8.220899795532315,0.9966528799368881,1
gefreut,1,8.220899795532315,0.9966528799368881,1
versprechung,1,8.220899795532315,0.9966528799368881,1
entpupp,1,8.220899795532315,0.9966528799368881,1
ärgerni,1,8.220899795532315,0.9966528799368881,1
niveloculto,1,8.220899795532315,0.9966528799368881,1
adaptación,1,8.220899795532315,0.9966528799368881,1
distribuido,1,8.220899795532315,0.9966528799368881,1
hablarl,1,8.220899795532315,0.9966528799368881,1
aficionada,1,8.220899795532315,0.9966528799368881,1
comienzo,1,8.220899795532315,0.9966528799368881,1
psicodélico,1,8.220899795532315,0.9966528799368881,1
viaj,1,8.220899795532315,0.9966528799368881,1
américa,1,8.220899795532315,0.9966528799368881,1
leído,1,8.220899795532315,0.9966528799368881,1
dinero,1,8.220899795532315,0.9966528799368881,1
difícilment,1,8.220899795532315,0.9966528799368881,1
tratan,1,8.220899795532315,0.9966528799368881,1
adentrars,1,8.220899795532315,0.9966528799368881,1
fraz,1,8.220899795532315,0.9966528799368881,1
quarantined,1,8.220899795532315,0.9966528799368881,1
sequiter,1,8.220899795532315,0.9966528799368881,1
alegorical,1,8.220899795532315,0.9966528799368881,1
3412,1,8.220899795532315,0.9966528799368881,1
wikipedia'd,1,8.220899795532315,0.9966528799368881,1
trivium,1,8.220899795532315,0.9966528799368881,1
мозг,1,8.220899795532315,0.9966528799368881,1
понята,1,8.220899795532315,0.9966528799368881,1
konuşturmuş,1,8.220899795532315,0.9966528799368881,1
eleştirenler,1,8.220899795532315,0.9966528799368881,1
objektif,1,8.220899795532315,0.9966528799368881,1
bakmalarını,1,8.220899795532315,0.9966528799368881,1
okumaya,1,8.220899795532315,0.9966528799368881,1
deadelic,1,8.220899795532315,0.9966528799368881,1
biliyor,1,8.220899795532315,0.9966528799368881,1
hayranlarından,1,8.220899795532315,0.9966528799368881,1
biriyimdir,1,8.220899795532315,0.9966528799368881,1
proporciona,1,8.220899795532315,0.9966528799368881,1
aestethic,1,8.220899795532315,0.9966528799368881,1
enought,1,8.220899795532315,0.9966528799368881,1
simbolismi,1,8.220899795532315,0.9966528799368881,1
sarò,1,8.220899795532315,0.9966528799368881,1
onesto,1,8.220899795532315,0.9966528799368881,1
riuscito,1,8.220899795532315,0.9966528799368881,1
прокачал,1,8.220899795532315,0.9966528799368881,1
спутать,1,8.220899795532315,0.9966528799368881,1
плохо,1,8.220899795532315,0.9966528799368881,1
зашла,1,8.220899795532315,0.9966528799368881,1
принял,1,8.220899795532315,0.9966528799368881,1
нашла,1,8.220899795532315,0.9966528799368881,1
попробовать,1,8.220899795532315,0.9966528799368881,1
fuse,1,8.220899795532315,0.9966528799368881,1
einrichtung,1,8.220899795532315,0.9966528799368881,1
parodistisch,1,8.220899795532315,0.9966528799368881,1
knowledgeabl,1,8.220899795532315,0.9966528799368881,1
ahaha,1,8.220899795532315,0.9966528799368881,1
deadalic,1,8.220899795532315,0.9966528799368881,1
мостов,1,8.220899795532315,0.9966528799368881,1
certament,1,8.220899795532315,0.9966528799368881,1
ícon,1,8.220899795532315,0.9966528799368881,1
taí,1,8.220899795532315,0.9966528799368881,1
masterclass,1,8.220899795532315,0.9966528799368881,1
rapida,1,8.220899795532315,0.9966528799368881,1
játékhoz,1,8.220899795532315,0.9966528799368881,1
feltétlenül,1,8.220899795532315,0.9966528799368881,1
szükség,1,8.220899795532315,0.9966528799368881,1
írásainak,1,8.220899795532315,0.9966528799368881,1
ismeret,1,8.220899795532315,0.9966528799368881,1
hangulaton,1,8.220899795532315,0.9966528799368881,1
bericht,1,8.220899795532315,0.9966528799368881,1
öykülerinün,1,8.220899795532315,0.9966528799368881,1
tuhaflığında,1,8.220899795532315,0.9966528799368881,1
sonuyla,1,8.220899795532315,0.9966528799368881,1
schmunzeln,1,8.220899795532315,0.9966528799368881,1
lehr,1,8.220899795532315,0.9966528799368881,1
monthy,1,8.220899795532315,0.9966528799368881,1
hölzern,1,8.220899795532315,0.9966528799368881,1
yazılarından,1,8.220899795532315,0.9966528799368881,1
esinlen,1,8.220899795532315,0.9966528799368881,1
vorbild,1,8.220899795532315,0.9966528799368881,1
curt,1,8.220899795532315,0.9966528799368881,1
gvrpqvlrd,1,8.220899795532315,0.9966528799368881,1
expresa,1,8.220899795532315,0.9966528799368881,1
reconocimiento,1,8.220899795532315,0.9966528799368881,1
conoscer,1,8.220899795532315,0.9966528799368881,1
gerektiriyor,1,8.220899795532315,0.9966528799368881,1
olabilirsiniz,1,8.220899795532315,0.9966528799368881,1
thr,1,8.220899795532315,0.9966528799368881,1
velmi,1,8.220899795532315,0.9966528799368881,1
krátká,1,8.220899795532315,0.9966528799368881,1
adventura,1,8.220899795532315,0.9966528799368881,1
экран,1,8.220899795532315,0.9966528799368881,1
пазл,1,8.220899795532315,0.9966528799368881,1
proxodim,1,8.220899795532315,0.9966528799368881,1
igru,1,8.220899795532315,0.9966528799368881,1
повторюсь,1,8.220899795532315,0.9966528799368881,1
ragequit,1,8.220899795532315,0.9966528799368881,1
supongo,1,8.220899795532315,0.9966528799368881,1
independient,1,8.220899795532315,0.9966528799368881,1
leido,1,8.220899795532315,0.9966528799368881,1
soderbergh,1,8.220899795532315,0.9966528799368881,1
videospiel,1,8.220899795532315,0.9966528799368881,1
motto,1,8.220899795532315,0.9966528799368881,1
bürg,1,8.220899795532315,0.9966528799368881,1
unseriös,1,8.220899795532315,0.9966528799368881,1
umgang,1,8.220899795532315,0.9966528799368881,1
heranzieht,1,8.220899795532315,0.9966528799368881,1
konkret,1,8.220899795532315,0.9966528799368881,1
machern,1,8.220899795532315,0.9966528799368881,1
okurları,1,8.220899795532315,0.9966528799368881,1
bekçisini,1,8.220899795532315,0.9966528799368881,1
düşünmelisiniz,1,8.220899795532315,0.9966528799368881,1
okurlarına,1,8.220899795532315,0.9966528799368881,1
edeceks,1,8.220899795532315,0.9966528799368881,1
öneririm,1,8.220899795532315,0.9966528799368881,1
tabii,1,8.220899795532315,0.9966528799368881,1
tmabém,1,8.220899795532315,0.9966528799368881,1
namesak,1,8.220899795532315,0.9966528799368881,1
trazer,1,8.220899795532315,0.9966528799368881,1
agradar,1,8.220899795532315,0.9966528799368881,1
vario,1,8.220899795532315,0.9966528799368881,1
debiera,1,8.220899795532315,0.9966528799368881,1
semblabl,1,8.220899795532315,0.9966528799368881,1
cherchant,1,8.220899795532315,0.9966528799368881,1
erkennbar,1,8.220899795532315,0.9966528799368881,1
gedankenwelt,1,8.220899795532315,0.9966528799368881,1
обязательно,1,8.220899795532315,0.9966528799368881,1
пробуйте,1,8.220899795532315,0.9966528799368881,1
приключенческая,1,8.220899795532315,0.9966528799368881,1
ju,1,8.220899795532315,0.9966528799368881,1
einleuchtend,1,8.220899795532315,0.9966528799368881,1
okumuşsanız,1,8.220899795532315,0.9966528799368881,1
yüzünüzü,1,8.220899795532315,0.9966528799368881,1
gülümseticek,1,8.220899795532315,0.9966528799368881,1
玩之前还不理解为什么差评率这么高,1,8.220899795532315,0.9966528799368881,1
玩了之后有种醍醐灌顶的感觉,1,8.220899795532315,0.9966528799368881,1
游戏名义上是franz,1,8.220899795532315,0.9966528799368881,1
实际上对卡夫卡作品的理解充其量是玩梗程度,1,8.220899795532315,0.9966528799368881,1
我玩游戏之前打开一本卡夫卡全集放在手边打算卡关的时候看看小说找找灵感,1,8.220899795532315,0.9966528799368881,1
结果玩了个寂寞,1,8.220899795532315,0.9966528799368881,1
一关其实只有一个谜题,1,8.220899795532315,0.9966528799368881,1
romanzi,1,8.220899795532315,0.9966528799368881,1
fantastik,1,8.220899795532315,0.9966528799368881,1
hraj,1,8.220899795532315,0.9966528799368881,1
skládá,1,8.220899795532315,0.9966528799368881,1
minimament,1,8.220899795532315,0.9966528799368881,1
ricrear,1,8.220899795532315,0.9966528799368881,1
indovinelli,1,8.220899795532315,0.9966528799368881,1
willkührlich,1,8.220899795532315,0.9966528799368881,1
verfasst,1,8.220899795532315,0.9966528799368881,1
unfeeling,1,8.220899795532315,0.9966528799368881,1
angoissant,1,8.220899795532315,0.9966528799368881,1
immatur,1,8.220899795532315,0.9966528799368881,1
p2w,1,8.220899795532315,0.9966528799368881,1
vern,1,8.220899795532315,0.9966528799368881,1
egon,1,8.220899795532315,0.9966528799368881,1
riduc,1,8.220899795532315,0.9966528799368881,1
anlatmış,1,8.220899795532315,0.9966528799368881,1
kitabında,1,8.220899795532315,0.9966528799368881,1
superm,1,8.220899795532315,0.9966528799368881,1
apach,1,8.220899795532315,0.9966528799368881,1
textheavy,1,8.220899795532315,0.9966528799368881,1
implementar,1,8.220899795532315,0.9966528799368881,1
visualização,1,8.220899795532315,0.9966528799368881,1
foucault,1,8.220899795532315,0.9966528799368881,1
unsettl,1,8.220899795532315,0.9966528799368881,1
interresting,1,8.220899795532315,0.9966528799368881,1
metaforfosi,1,8.220899795532315,0.9966528799368881,1
austriaco,1,8.220899795532315,0.9966528799368881,1
enriquec,1,8.220899795532315,0.9966528799368881,1
homerun,1,8.220899795532315,0.9966528799368881,1
positively,1,8.220899795532315,0.9966528799368881,1
uplifiting,1,8.220899795532315,0.9966528799368881,1
tarkovksy,1,8.220899795532315,0.9966528799368881,1
arduou,1,8.220899795532315,0.9966528799368881,1
бессмысленными,1,8.220899795532315,0.9966528799368881,1
aklıma,1,8.220899795532315,0.9966528799368881,1
handrawn,1,8.220899795532315,0.9966528799368881,1
jekyll,1,8.220899795532315,0.9966528799368881,1
jeez,1,8.220899795532315,0.9966528799368881,1
ff,1,8.220899795532315,0.9966528799368881,1
syntax,1,8.220899795532315,0.9966528799368881,1
sabbatical,1,8.220899795532315,0.9966528799368881,1
понос,1,8.220899795532315,0.9966528799368881,1
которым,1,8.220899795532315,0.9966528799368881,1
velvet,1,8.220899795532315,0.9966528799368881,1
borough,1,8.220899795532315,0.9966528799368881,1
suspiria,1,8.220899795532315,0.9966528799368881,1
d'argento,1,8.220899795532315,0.9966528799368881,1
transpir,1,8.220899795532315,0.9966528799368881,1
revers,1,8.220899795532315,0.9966528799368881,1
gemischt,1,8.220899795532315,0.9966528799368881,1
fronteira,1,8.220899795532315,0.9966528799368881,1
cósmico,1,8.220899795532315,0.9966528799368881,1
colliding,1,8.220899795532315,0.9966528799368881,1
channelling,1,8.220899795532315,0.9966528799368881,1
rollerskat,1,8.220899795532315,0.9966528799368881,1
amazingness,1,8.220899795532315,0.9966528799368881,1
